date,match,results,box_score_url,div
08/30/2024,New Hampshire (America East) vs LSU (SEC),"[2-3] (25-23, 25-23, 19-25, 17-25, 8-15)",https://stats.ncaa.org/contests/5667120/box_score,D-I
08/30/2024,Gardner-Webb (Big South) vs Norfolk St. (MEAC),"[0-3] (12-25, 22-25, 21-25)",https://stats.ncaa.org/contests/5667121/box_score,D-I
08/30/2024,Merrimack (MAAC) vs Binghamton (America East),"[0-3] (16-25, 14-25, 23-25)",https://stats.ncaa.org/contests/5667122/box_score,D-I
08/30/2024,North Ala. (ASUN) vs Auburn (SEC),"[0-3] (21-25, 21-25, 23-25)",https://stats.ncaa.org/contests/5667124/box_score,D-I
08/30/2024,Portland (WCC) vs Stetson (ASUN),"[3-0] (29-27, 25-22, 25-14)",https://stats.ncaa.org/contests/5667129/box_score,D-I
08/30/2024,Queens (NC) (ASUN) vs East Carolina (AAC),"[0-3] (11-25, 22-25, 25-27)",https://stats.ncaa.org/contests/5667160/box_score,D-I
08/30/2024,NJIT (America East) vs Syracuse (ACC),"[0-3] (15-25, 14-25, 12-25)",https://stats.ncaa.org/contests/5667144/box_score,D-I
08/30/2024,Miami (OH) (MAC) vs Lamar University (Southland),"[3-0] (28-26, 25-21, 25-14)",https://stats.ncaa.org/contests/5667163/box_score,D-I
08/30/2024,Utah Tech (WAC) vs Weber St. (Big Sky),"[1-3] (19-25, 15-25, 25-18, 20-25)",https://stats.ncaa.org/contests/5667252/box_score,D-I
08/30/2024,Arkansas (SEC) vs Saint Mary's (CA) (WCC),"[3-2] (25-18, 19-25, 23-25, 25-16, 15-13)",https://stats.ncaa.org/contests/5667321/box_score,D-I
08/30/2024,UT Martin (OVC) vs Grambling (SWAC),"[3-1] (20-25, 25-17, 25-23, 25-18)",https://stats.ncaa.org/contests/5667279/box_score,D-I
08/30/2024,Tennessee Tech (OVC) vs Memphis (AAC),"[3-0] (25-21, 25-14, 25-22)",https://stats.ncaa.org/contests/5667493/box_score,D-I
08/30/2024,SIUE (OVC) vs Eastern Mich. (MAC),"[3-0] (25-22, 25-13, 25-20)",https://stats.ncaa.org/contests/5697409/box_score,D-I
08/30/2024,Little Rock (OVC) vs Tarleton St. (WAC),"[3-2] (19-25, 25-21, 25-16, 21-25, 15-10)",https://stats.ncaa.org/contests/5667297/box_score,D-I
08/30/2024,Youngstown St. (Horizon) vs Sacred Heart (MAAC),"[0-3] (22-25, 15-25, 19-25)",https://stats.ncaa.org/contests/5667326/box_score,D-I
08/30/2024,Rider (MAAC) vs Temple (AAC),"[1-3] (24-26, 15-25, 25-22, 21-25)",https://stats.ncaa.org/contests/5667171/box_score,D-I
08/30/2024,Radford (Big South) vs Temple (AAC),"[0-3] (17-25, 20-25, 23-25)",https://stats.ncaa.org/contests/5667285/box_score,D-I
08/30/2024,The Citadel (SoCon) vs Alabama (SEC),"[1-3] (22-25, 25-17, 25-27, 23-25)",https://stats.ncaa.org/contests/5667502/box_score,D-I
08/30/2024,New Orleans (Southland) vs Jacksonville St. (CUSA),"[0-3] (19-25, 16-25, 16-25)",https://stats.ncaa.org/contests/5667484/box_score,D-I
08/30/2024,UT Martin (OVC) vs The Citadel (SoCon),"[2-3] (21-25, 23-25, 25-19, 25-23, 11-15)",https://stats.ncaa.org/contests/5667159/box_score,D-I
08/30/2024,Jackson St. (SWAC) vs Murray St. (MVC),"[3-1] (25-21, 12-25, 25-23, 25-23)",https://stats.ncaa.org/contests/5667157/box_score,D-I
08/30/2024,Ball St. (MAC) vs Bryant (America East),"[3-0] (25-15, 25-17, 25-12)",https://stats.ncaa.org/contests/5667294/box_score,D-I
08/30/2024,Merrimack (MAAC) vs Bucknell (Patriot),"[0-3] (12-25, 18-25, 18-25)",https://stats.ncaa.org/contests/5667126/box_score,D-I
08/30/2024,Saint Louis (Atlantic 10) vs Ole Miss (SEC),"[0-3] (14-25, 20-25, 19-25)",https://stats.ncaa.org/contests/5667136/box_score,D-I
08/30/2024,Tennessee Tech (OVC) vs Austin Peay (ASUN),"[3-0] (25-22, 25-20, 25-18)",https://stats.ncaa.org/contests/5667138/box_score,D-I
08/30/2024,Abilene Christian (WAC) vs Baylor (Big 12),"[0-3] (11-25, 17-25, 14-25)",https://stats.ncaa.org/contests/5667147/box_score,D-I
08/30/2024,Lafayette (Patriot) vs Le Moyne (NEC),"[3-0] (25-11, 25-23, 25-21)",https://stats.ncaa.org/contests/5667148/box_score,D-I
08/30/2024,UC Irvine (Big West) vs North Dakota (Summit League),"[3-1] (19-25, 25-19, 25-19, 25-19)",https://stats.ncaa.org/contests/5667150/box_score,D-I
08/30/2024,UNI (MVC) vs FIU (CUSA),"[3-0] (25-12, 25-11, 25-20)",https://stats.ncaa.org/contests/5667154/box_score,D-I
08/30/2024,North Dakota St. (Summit League) vs UAlbany (America East),"[0-3] (21-25, 23-25, 16-25)",https://stats.ncaa.org/contests/5667155/box_score,D-I
08/30/2024,Charlotte (AAC) vs Charleston So. (Big South),"[3-0] (25-18, 25-22, 25-22)",https://stats.ncaa.org/contests/5667335/box_score,D-I
08/30/2024,UIC (MVC) vs UAlbany (America East),"[3-1] (25-23, 25-16, 16-25, 25-18)",https://stats.ncaa.org/contests/5667301/box_score,D-I
08/30/2024,Southern Utah (WAC) vs Northern Ariz. (Big Sky),"[1-3] (11-25, 17-25, 25-17, 13-25)",https://stats.ncaa.org/contests/5667137/box_score,D-I
08/30/2024,Missouri St. (MVC) vs UNC Greensboro (SoCon),"[3-2] (25-19, 21-25, 25-18, 17-25, 15-5)",https://stats.ncaa.org/contests/5667492/box_score,D-I
08/30/2024,Northeastern (CAA) vs St. John's (NY) (Big East),"[1-3] (25-18, 21-25, 10-25, 12-25)",https://stats.ncaa.org/contests/5667194/box_score,D-I
08/30/2024,Central Conn. St. (NEC) vs Coppin St. (MEAC),"[0-3] (23-25, 21-25, 18-25)",https://stats.ncaa.org/contests/5667319/box_score,D-I
08/30/2024,Bucknell (Patriot) vs Toledo (MAC),"[1-3] (20-25, 25-21, 15-25, 23-25)",https://stats.ncaa.org/contests/5667200/box_score,D-I
08/30/2024,South Carolina (SEC) vs Kansas (Big 12),"[0-3] (23-25, 13-25, 10-25)",https://stats.ncaa.org/contests/5667226/box_score,D-I
08/30/2024,Utah Tech (WAC) vs Denver (Summit League),"[3-2] (25-14, 17-25, 16-25, 25-21, 15-10)",https://stats.ncaa.org/contests/5667183/box_score,D-I
08/30/2024,High Point (Big South) vs Fairfield (MAAC),"[3-1] (22-25, 25-18, 25-23, 25-13)",https://stats.ncaa.org/contests/5667185/box_score,D-I
08/30/2024,Manhattan (MAAC) vs Bethune-Cookman (SWAC),"[1-3] (16-25, 25-19, 17-25, 19-25)",https://stats.ncaa.org/contests/5667188/box_score,D-I
08/30/2024,Robert Morris (Horizon) vs UNC Greensboro (SoCon),"[1-3] (15-25, 16-25, 25-15, 14-25)",https://stats.ncaa.org/contests/5667195/box_score,D-I
08/30/2024,Indiana St. (MVC) vs Georgia St. (Sun Belt),"[3-2] (19-25, 25-18, 26-24, 12-25, 15-12)",https://stats.ncaa.org/contests/5667215/box_score,D-I
08/30/2024,Butler (Big East) vs Arizona St. (Big 12),"[1-3] (25-23, 7-25, 20-25, 17-25)",https://stats.ncaa.org/contests/5667204/box_score,D-I
08/30/2024,Central Mich. (MAC) vs Lindenwood (OVC),"[3-2] (25-22, 25-21, 23-25, 24-26, 16-14)",https://stats.ncaa.org/contests/5667182/box_score,D-I
08/30/2024,Eastern Wash. (Big Sky) vs Utah Valley (WAC),"[0-3] (20-25, 25-27, 22-25)",https://stats.ncaa.org/contests/5667165/box_score,D-I
08/30/2024,Washington St. (Pac-12) vs Wyoming (Mountain West),"[2-3] (22-25, 25-19, 25-23, 17-25, 11-15)",https://stats.ncaa.org/contests/5667184/box_score,D-I
08/30/2024,Murray St. (MVC) vs UT Arlington (WAC),"[0-3] (24-26, 22-25, 19-25)",https://stats.ncaa.org/contests/5667264/box_score,D-I
08/30/2024,Georgia (SEC) vs UC Santa Barbara (Big West),"[3-2] (20-25, 25-13, 25-16, 27-29, 15-13)",https://stats.ncaa.org/contests/5667186/box_score,D-I
08/30/2024,Wichita St. (AAC) vs Kennesaw St. (CUSA),"[3-1] (21-25, 25-17, 25-16, 25-19)",https://stats.ncaa.org/contests/5667173/box_score,D-I
08/30/2024,Saint Francis (NEC) vs Towson (CAA),"[2-3] (16-25, 25-22, 25-19, 16-25, 8-15)",https://stats.ncaa.org/contests/5667220/box_score,D-I
08/30/2024,UTSA (AAC) vs William & Mary (CAA),"[1-3] (24-26, 21-25, 27-25, 21-25)",https://stats.ncaa.org/contests/5667191/box_score,D-I
08/30/2024,Mississippi Val. (SWAC) vs Memphis (AAC),"[0-3] (13-25, 17-25, 10-25)",https://stats.ncaa.org/contests/5667196/box_score,D-I
08/30/2024,Grambling (SWAC) vs Alabama (SEC),"[2-3] (12-25, 25-16, 25-20, 12-25, 9-15)",https://stats.ncaa.org/contests/5667189/box_score,D-I
08/30/2024,Little Rock (OVC) vs Tex. A&M-Commerce (Southland),"[3-1] (25-21, 22-25, 25-21, 25-18)",https://stats.ncaa.org/contests/5667193/box_score,D-I
08/30/2024,Northwestern St. (Southland) vs Southern Miss. (Sun Belt),"[1-3] (20-25, 25-15, 15-25, 21-25)",https://stats.ncaa.org/contests/5667214/box_score,D-I
08/30/2024,Ga. Southern (Sun Belt) vs Wofford (SoCon),"[3-1] (25-22, 26-24, 11-25, 25-12)",https://stats.ncaa.org/contests/5667217/box_score,D-I
08/30/2024,UTEP (CUSA) vs Utah (Big 12),"[0-3] (19-25, 17-25, 18-25)",https://stats.ncaa.org/contests/5667497/box_score,D-I
08/30/2024,UMBC (America East) vs UC Davis (Big West),"[1-3] (23-25, 21-25, 25-21, 15-25)",https://stats.ncaa.org/contests/5667212/box_score,D-I
08/30/2024,Hampton (CAA) vs Army West Point (Patriot),"[0-3] (19-25, 9-25, 17-25)",https://stats.ncaa.org/contests/5667223/box_score,D-I
08/30/2024,Texas Tech (Big 12) vs Eastern Ky. (ASUN),"[3-0] (25-20, 25-19, 25-13)",https://stats.ncaa.org/contests/5667174/box_score,D-I
08/30/2024,Southeast Mo. St. (OVC) vs Arkansas St. (Sun Belt),"[0-3] (20-25, 11-25, 14-25)",https://stats.ncaa.org/contests/5667192/box_score,D-I
08/30/2024,DePaul (Big East) vs Southern Ind. (OVC),"[3-2] (25-23, 21-25, 25-15, 22-25, 15-10)",https://stats.ncaa.org/contests/5667266/box_score,D-I
08/30/2024,Seton Hall (Big East) vs Ball St. (MAC),"[0-3] (19-25, 16-25, 19-25)",https://stats.ncaa.org/contests/5667127/box_score,D-I
08/30/2024,ETSU (SoCon) vs Marshall (Sun Belt),"[0-3] (18-25, 20-25, 22-25)",https://stats.ncaa.org/contests/5667299/box_score,D-I
08/30/2024,Charleston So. (Big South) vs Furman (SoCon),"[3-1] (25-21, 25-16, 20-25, 25-13)",https://stats.ncaa.org/contests/5667170/box_score,D-I
08/30/2024,Gonzaga (WCC) vs Southern Utah (WAC),"[3-0] (25-20, 27-25, 25-15)",https://stats.ncaa.org/contests/5667229/box_score,D-I
08/30/2024,Seattle U (WAC) vs CSUN (Big West),"[3-2] (26-24, 14-25, 26-24, 24-26, 15-8)",https://stats.ncaa.org/contests/5667231/box_score,D-I
08/30/2024,Southern Ind. (OVC) vs St. Thomas (MN) (Summit League),"[3-1] (19-25, 25-23, 25-20, 25-23)",https://stats.ncaa.org/contests/5667139/box_score,D-I
08/30/2024,Bryant (America East) vs Fla. Atlantic (AAC),"[3-2] (25-17, 10-25, 15-25, 25-19, 15-11)",https://stats.ncaa.org/contests/5667172/box_score,D-I
08/30/2024,Nevada (Mountain West) vs California (ACC),"[0-3] (17-25, 16-25, 22-25)",https://stats.ncaa.org/contests/5667232/box_score,D-I
08/30/2024,NJIT (America East) vs Canisius (MAAC),"[1-3] (17-25, 25-19, 17-25, 24-26)",https://stats.ncaa.org/contests/5667236/box_score,D-I
08/30/2024,Campbell (CAA) vs Tulsa (AAC),"[0-3] (17-25, 10-25, 22-25)",https://stats.ncaa.org/contests/5667237/box_score,D-I
08/30/2024,Loyola Chicago (Atlantic 10) vs Clemson (ACC),"[0-3] (20-25, 16-25, 11-25)",https://stats.ncaa.org/contests/5667263/box_score,D-I
08/30/2024,UIW (Southland) vs SFA (Southland),"[0-3] (21-25, 19-25, 19-25)",https://stats.ncaa.org/contests/5667179/box_score,D-I
08/30/2024,Louisiana Tech (CUSA) vs Cal St. Fullerton (Big West),"[3-1] (22-25, 25-23, 25-22, 25-22)",https://stats.ncaa.org/contests/5667288/box_score,D-I
08/30/2024,Missouri (SEC) vs Drake (MVC),"[3-0] (25-16, 25-14, 28-26)",https://stats.ncaa.org/contests/5667277/box_score,D-I
08/30/2024,Purdue Fort Wayne (Horizon) vs Stonehill (NEC),"[3-0] (25-23, 25-20, 25-17)",https://stats.ncaa.org/contests/5667286/box_score,D-I
08/30/2024,Coastal Carolina (Sun Belt) vs New Mexico St. (CUSA),"[1-3] (16-25, 25-22, 17-25, 19-25)",https://stats.ncaa.org/contests/5667257/box_score,D-I
08/30/2024,ULM (Sun Belt) vs Alabama St. (SWAC),"[1-3] (20-25, 25-18, 26-28, 23-25)",https://stats.ncaa.org/contests/5667292/box_score,D-I
08/30/2024,Queens (NC) (ASUN) vs Loyola Maryland (Patriot),"[1-3] (19-25, 25-17, 23-25, 21-25)",https://stats.ncaa.org/contests/5667240/box_score,D-I
08/30/2024,George Mason (Atlantic 10) vs Howard (MEAC),"[1-3] (22-25, 25-20, 17-25, 22-25)",https://stats.ncaa.org/contests/5667395/box_score,D-I
08/30/2024,Navy (Patriot) vs West Virginia (Big 12),"[1-3] (16-25, 18-25, 25-22, 18-25)",https://stats.ncaa.org/contests/5667275/box_score,D-I
08/30/2024,Miami (OH) (MAC) vs Gardner-Webb (Big South),"[3-0] (25-19, 25-15, 25-21)",https://stats.ncaa.org/contests/5667276/box_score,D-I
08/30/2024,USC Upstate (Big South) vs Missouri St. (MVC),"[1-3] (15-25, 24-26, 25-22, 21-25)",https://stats.ncaa.org/contests/5667130/box_score,D-I
08/30/2024,Oregon St. (Pac-12) vs Fresno St. (Mountain West),"[3-1] (21-25, 25-20, 28-26, 25-22)",https://stats.ncaa.org/contests/5667278/box_score,D-I
08/30/2024,Pittsburgh (ACC) vs Oregon (Big Ten),"[3-0] (25-12, 27-25, 25-23)",https://stats.ncaa.org/contests/5397306/box_score,D-I
08/30/2024,Villanova (Big East) vs Santa Clara (WCC),"[1-3] (25-23, 16-25, 18-25, 14-25)",https://stats.ncaa.org/contests/5667254/box_score,D-I
08/30/2024,UC Irvine (Big West) vs Tulane (AAC),"[2-3] (25-22, 24-26, 23-25, 25-14, 13-15)",https://stats.ncaa.org/contests/5667256/box_score,D-I
08/30/2024,Nicholls (Southland) vs ULM (Sun Belt),"[3-0] (25-15, 25-22, 25-23)",https://stats.ncaa.org/contests/5667315/box_score,D-I
08/30/2024,Wright St. (Horizon) vs App State (Sun Belt),"[3-0] (25-18, 26-24, 25-13)",https://stats.ncaa.org/contests/5667330/box_score,D-I
08/30/2024,Marist (MAAC) vs Old Dominion (Sun Belt),"[0-3] (15-25, 12-25, 17-25)",https://stats.ncaa.org/contests/5667146/box_score,D-I
08/30/2024,Western Caro. (SoCon) vs Col. of Charleston (CAA),"[1-3] (17-25, 23-25, 29-27, 20-25)",https://stats.ncaa.org/contests/5667260/box_score,D-I
08/30/2024,North Dakota (Summit League) vs New Mexico (Mountain West),"[2-3] (25-22, 27-25, 25-27, 26-28, 12-15)",https://stats.ncaa.org/contests/5667462/box_score,D-I
08/30/2024,Wofford (SoCon) vs North Ala. (ASUN),"[3-2] (25-27, 25-14, 25-23, 17-25, 15-11)",https://stats.ncaa.org/contests/5667332/box_score,D-I
08/30/2024,Houston Christian (Southland) vs Rice (AAC),"[2-3] (17-25, 26-24, 18-25, 25-18, 9-15)",https://stats.ncaa.org/contests/5667491/box_score,D-I
08/30/2024,Saint Francis (NEC) vs Duquesne (Atlantic 10),"[0-3] (19-25, 16-25, 21-25)",https://stats.ncaa.org/contests/5667141/box_score,D-I
08/30/2024,Niagara (MAAC) vs St. John's (NY) (Big East),"[0-3] (13-25, 10-25, 8-25)",https://stats.ncaa.org/contests/5667489/box_score,D-I
08/30/2024,Iona (MAAC) vs Eastern Ky. (ASUN),"[0-3] (20-25, 11-25, 13-25)",https://stats.ncaa.org/contests/5667362/box_score,D-I
08/30/2024,Xavier (Big East) vs App State (Sun Belt),"[2-3] (26-24, 19-25, 25-21, 17-25, 11-15)",https://stats.ncaa.org/contests/5667142/box_score,D-I
08/30/2024,Idaho (Big Sky) vs Alabama A&M (SWAC),"[0-3] (17-25, 18-25, 20-25)",https://stats.ncaa.org/contests/5667488/box_score,D-I
08/30/2024,Fairfield (MAAC) vs BYU (Big 12),"[0-3] (18-25, 17-25, 11-25)",https://stats.ncaa.org/contests/5667494/box_score,D-I
08/30/2024,Valparaiso (MVC) vs SIUE (OVC),"[3-2] (23-25, 26-24, 25-22, 23-25, 16-14)",https://stats.ncaa.org/contests/5667446/box_score,D-I
08/30/2024,Colorado (Big 12) vs North Texas (AAC),"[3-2] (28-26, 20-25, 27-25, 21-25, 15-11)",https://stats.ncaa.org/contests/5667490/box_score,D-I
08/30/2024,Utah St. (Mountain West) vs Green Bay (Horizon),"[3-2] (22-25, 28-26, 23-25, 25-16, 15-6)",https://stats.ncaa.org/contests/5667341/box_score,D-I
08/30/2024,Virginia Tech (ACC) vs Winthrop (Big South),"[3-2] (25-21, 25-22, 16-25, 17-25, 15-12)",https://stats.ncaa.org/contests/5667394/box_score,D-I
08/30/2024,Lindenwood (OVC) vs Bellarmine (ASUN),"[3-1] (25-23, 25-21, 22-25, 25-19)",https://stats.ncaa.org/contests/5667339/box_score,D-I
08/30/2024,Southeast Mo. St. (OVC) vs Saint Louis (Atlantic 10),"[1-3] (26-24, 23-25, 22-25, 16-25)",https://stats.ncaa.org/contests/5667310/box_score,D-I
08/30/2024,San Diego St. (Mountain West) vs Idaho St. (Big Sky),"[3-0] (25-22, 25-23, 25-18)",https://stats.ncaa.org/contests/5667495/box_score,D-I
08/30/2024,Pacific (WCC) vs Iowa St. (Big 12),"[2-3] (22-25, 22-25, 31-29, 25-19, 10-15)",https://stats.ncaa.org/contests/5667370/box_score,D-I
08/30/2024,Indiana St. (MVC) vs Florida A&M (SWAC),"[0-3] (22-25, 20-25, 18-25)",https://stats.ncaa.org/contests/5667331/box_score,D-I
08/30/2024,USC Upstate (Big South) vs Robert Morris (Horizon),"[2-3] (25-15, 25-14, 21-25, 15-25, 13-15)",https://stats.ncaa.org/contests/5667334/box_score,D-I
08/30/2024,Southern U. (SWAC) vs Northwestern St. (Southland),"[1-3] (17-25, 17-25, 25-22, 23-25)",https://stats.ncaa.org/contests/5667336/box_score,D-I
08/30/2024,TCU (Big 12) vs Oklahoma (SEC),"[3-1] (25-23, 25-21, 21-25, 25-16)",https://stats.ncaa.org/contests/5667337/box_score,D-I
08/30/2024,Virginia (ACC) vs Marist (MAAC),"[3-0] (25-9, 25-12, 25-13)",https://stats.ncaa.org/contests/5667338/box_score,D-I
08/30/2024,Morehead St. (OVC) vs Western Ky. (CUSA),"[1-3] (16-25, 25-14, 20-25, 17-25)",https://stats.ncaa.org/contests/5667312/box_score,D-I
08/30/2024,SFA (Southland) vs Prairie View (SWAC),"[3-0] (25-19, 25-18, 25-17)",https://stats.ncaa.org/contests/5667307/box_score,D-I
08/30/2024,Lehigh (Patriot) vs Morgan St. (MEAC),"[3-1] (25-19, 25-16, 22-25, 25-15)",https://stats.ncaa.org/contests/5667435/box_score,D-I
08/30/2024,Quinnipiac (MAAC) vs Mercer (SoCon),"[1-3] (16-25, 25-23, 23-25, 16-25)",https://stats.ncaa.org/contests/5667309/box_score,D-I
08/30/2024,Texas St. (Sun Belt) vs Texas Southern (SWAC),"[3-1] (25-15, 25-19, 18-25, 25-13)",https://stats.ncaa.org/contests/5667306/box_score,D-I
08/30/2024,Ark.-Pine Bluff (SWAC) vs Jacksonville St. (CUSA),"[0-3] (13-25, 18-25, 17-25)",https://stats.ncaa.org/contests/5667166/box_score,D-I
08/30/2024,California Baptist (WAC) vs Lipscomb (ASUN),"[0-3] (12-25, 22-25, 17-25)",https://stats.ncaa.org/contests/5667413/box_score,D-I
08/30/2024,Cleveland St. (Horizon) vs North Carolina (ACC),"[0-3] (12-25, 17-25, 17-25)",https://stats.ncaa.org/contests/5667401/box_score,D-I
08/30/2024,UC Riverside (Big West) vs George Washington (Atlantic 10),"[0-3] (22-25, 21-25, 18-25)",https://stats.ncaa.org/contests/5667402/box_score,D-I
08/30/2024,NC State (ACC) vs Creighton (Big East),"[0-3] (18-25, 20-25, 13-25)",https://stats.ncaa.org/contests/5667403/box_score,D-I
08/30/2024,Lamar University (Southland) vs Norfolk St. (MEAC),"[0-3] (17-25, 22-25, 26-28)",https://stats.ncaa.org/contests/5667406/box_score,D-I
08/30/2024,Oakland (Horizon) vs Buffalo (MAC),"[1-3] (25-23, 13-25, 18-25, 22-25)",https://stats.ncaa.org/contests/5667404/box_score,D-I
08/30/2024,Troy (Sun Belt) vs New Hampshire (America East),"[3-1] (25-21, 25-27, 25-17, 25-21)",https://stats.ncaa.org/contests/5667439/box_score,D-I
08/30/2024,Chicago St. (NEC) vs Bowling Green (MAC),"[0-3] (20-25, 18-25, 23-25)",https://stats.ncaa.org/contests/5667408/box_score,D-I
08/30/2024,Stanford (ACC) vs Milwaukee (Horizon),"[3-0] (25-20, 27-25, 25-17)",https://stats.ncaa.org/contests/5667396/box_score,D-I
08/30/2024,San Jose St. (Mountain West) vs Louisiana Tech (CUSA),"[3-0] (25-14, 25-17, 25-15)",https://stats.ncaa.org/contests/5667443/box_score,D-I
08/30/2024,Sacramento St. (Big Sky) vs Cal Poly (Big West),"[1-3] (22-25, 26-28, 27-25, 23-25)",https://stats.ncaa.org/contests/5667410/box_score,D-I
08/30/2024,Rhode Island (Atlantic 10) vs North Florida (ASUN),"[0-3] (28-30, 23-25, 15-25)",https://stats.ncaa.org/contests/5667399/box_score,D-I
08/30/2024,Hofstra (CAA) vs Wake Forest (ACC),"[3-0] (25-21, 25-23, 25-23)",https://stats.ncaa.org/contests/5667400/box_score,D-I
08/30/2024,Florida (SEC) vs Colorado St. (Mountain West),"[3-1] (25-21, 25-21, 24-26, 25-11)",https://stats.ncaa.org/contests/5667411/box_score,D-I
08/30/2024,Houston (Big 12) vs Omaha (Summit League),"[3-2] (25-20, 16-25, 25-23, 23-25, 15-7)",https://stats.ncaa.org/contests/5667412/box_score,D-I
08/30/2024,LMU (CA) (WCC) vs Western Mich. (MAC),"[1-3] (30-28, 22-25, 15-25, 22-25)",https://stats.ncaa.org/contests/5667415/box_score,D-I
08/30/2024,Campbell (CAA) vs Abilene Christian (WAC),"[1-3] (25-17, 21-25, 17-25, 22-25)",https://stats.ncaa.org/contests/5667387/box_score,D-I
08/30/2024,Marquette (Big East) vs Eastern Ill. (OVC),"[3-0] (25-16, 25-13, 25-21)",https://stats.ncaa.org/contests/5667419/box_score,D-I
08/30/2024,Jackson St. (SWAC) vs Louisiana (Sun Belt),"[3-1] (20-25, 25-19, 25-22, 27-25)",https://stats.ncaa.org/contests/5667397/box_score,D-I
08/30/2024,East Carolina (AAC) vs UNCW (CAA),"[3-1] (20-25, 25-23, 25-16, 25-21)",https://stats.ncaa.org/contests/5667420/box_score,D-I
08/30/2024,Western Ill. (OVC) vs NIU (MAC),"[3-1] (25-20, 20-25, 25-18, 25-23)",https://stats.ncaa.org/contests/5667421/box_score,D-I
08/30/2024,San Francisco (WCC) vs Portland St. (Big Sky),"[3-0] (25-13, 25-20, 25-19)",https://stats.ncaa.org/contests/5667422/box_score,D-I
